Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,Unnamed: 28
Lehanga,Lehanga,Jass Manak,25/07/2019,FR59R1989925,"1,305","41,2",41063045,297,"35,247",,1741817091,12058286,"3,495",326094,7747330,26897247,1.0,,,,,,,,,,0.0,
X (feat. Future),Savage Mode,21 Savage,15/07/2016,QZ45A1600041,"1,302","41,2",581220786,"115,125",20776088,65.0,365678540,2841760,80,4912,98210,1771108,94.0,1992,17.0,16.0,78389,19.0,267465925,32765,159665164,1739069,1.0,
CRAZYZ,Pa las Baby's Y Belikeada,Fuerza Regida,20/10/2023,QZ9QQ2300772,"1,314","41,1",202633616,"12,683",18918954,78.0,117472301,"623,131",,172878,1541896,84907151,11.0,19,,14.0,1870596,7.0,8147122,2211,,564296,1.0,
Passionfruit,More Life,Drake,18/03/2017,USCM51700072,"1,309","41,1",1625307365,"288,559",72837714,77.0,410329826,2747230,"185,316",144066647,907498533,2327344,241.0,26825,51.0,76.0,401696,28.0,176739390,142939,7711539,5160420,0.0,
Like Crazy,FACE,Jimin,24/03/2023,USA2P2251865,"1,308","41,1",1165398518,"16,425",22818507,84.0,139608215,4239579,"20,34",5827931,25133495,252370542,20.0,7682,12.0,38.0,10012693,2.0,34061208,1010,,830091,0.0,
What It Is (Solo Version),What It Is (Versions),Doechii,17/03/2023,USUG12301967,"1,311","41,1",308738277,"38,674",36667220,70.0,77532151,1140208,"772,763",103987020,1174579945,1724519,29.0,1879,1061.0,13.0,238695,25.0,20407479,2818,,759382,1.0,
Bad and Boujee (feat. Lil Uzi Vert),Bad and Boujee,Migos,28/10/2016,QMCE31600796,"1,307","41,1",936450891,"173,279",29410941,66.0,59661695,"602,296",2682279,45438518,288759827,4489,194.0,13967,18.0,36.0,153558,34.0,545450796,753193,,6813172,1.0,
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),SUBEME LA RADIO,Enrique Iglesias,24/02/2017,USRC11700058,"1,313","41,1",706158416,"87,667",24084151,65.0,1601099483,7360323,1069767,28595817,233419445,348204812,76.0,67073,69.0,57.0,239183,39.0,107237615,37694,446194,7039145,0.0,
Soak City (Do it),Soak City (Do it),310babii,03/06/2023,QZK6G2375527,"1,31","41,1",128855739,"26,723",26216067,65.0,17779741,"246,939","599,91",159054107,1598512701,283635839,14.0,1318,1893.0,3.0,909981,14.0,12625658,6542,6657861,2066168,1.0,
The Woo (feat. 50 Cent & Roddy Ricch),Shoot For The Stars Aim For The Moon,Pop Smoke,03/07/2020,USUM72013367,"1,319",41,560691819,"166,545",26349705,65.0,303897464,2717884,"28,912",11579283,79349687,13529762,74.0,141789,103.0,18.0,130497,7.0,60873202,28297,,1879880,1.0,
"yes, and?","yes, and?",Ariana Grande,12/01/2024,USUM72400101,"1,32",41,416813996,"2,906",4683812,,,,,,,,47.0,81358,,8.0,4878007,,,,,,0.0,
Cheerleader - Felix Jaehn Remix Radio Edit,Cheerleader (Felix Jaehn Remix) (Radio Edit),OMI,20/05/2014,USUS11202574,"1,318",41,1663491433,"49,556",9366950,52.0,1569239627,8709566,"21,605",7776168,60584088,282669797,267.0,16437,,142.0,1215325,42.0,466323984,730086,,23811147,0.0,
Woah (feat. D3Mstreet),Woah,KRYPTO9095,29/03/2019,QZDA41998629,"1,315",41,92985109,"21,725",3265269,45.0,166739538,2648737,10646410,829818450,9273764020,2811433,11.0,,37.0,4.0,54214,3.0,3098187,8732,123199,2419836,1.0,
Take You Dancing,Nu King,Jason Derulo,16/02/2024,USAT22400743,"1,317",41,,,,,,,,,,,1.0,,,,,1.0,,,,7637698,0.0,
Wrecking Ball,538 Hitzone Best Of 2013,Miley Cyrus,01/01/2013,USRC11301214,"1,316",41,930004605,"113,036",73538856,73.0,1694450676,11543620,"735,137",110364036,1460975398,553346151,168.0,91227,101.0,99.0,530866,88.0,449482152,959495,,10011230,0.0,
Stereo Love (TikTok Remix),Stereo Love (TikTok Remix) - Single,DJRemixGod,30/04/2024,QZYFZ2414978,"1,322","40,9",348676476,4,7,,,,,,,,,,,,,,,,,,1.0,
Stuck with U (with Justin Bieber),Stuck with U,Ariana Grande,08/05/2020,USUM72009644,"1,321","40,9",1120501187,"116,269",56772519,73.0,433277837,6197761,"273,464",84906720,561421880,506930449,154.0,124491,,65.0,657287,33.0,70398511,27283,478672,4103756,0.0,
she's all i wanna be,she's all i wanna be,Tate McRae,04/02/2022,USRC12103120,"1,324","40,8",452628341,"58,658",18026092,71.0,107628561,1112016,"47,261",27518167,230696336,3056489157,90.0,288272,671.0,21.0,636104,42.0,57361268,9352,,2526560,0.0,
Oh My God,30,Adele,19/11/2021,USSM12105973,"1,327","40,8",562200390,"66,469",27321505,68.0,175552661,2085739,"53,453",28692207,324045421,3501820871,143.0,203961,150.0,36.0,1269793,35.0,69857344,26946,,3418829,0.0,
Leave Out All The Rest,Papercuts,Linkin Park,12/04/2024,USWB12401901,"1,329","40,8",270590102,4,4,,,,,,,,,,,,,,,,,1782705,0.0,
iSpy (feat. Lil Yachty),iSpy (feat. Lil Yachty),KYLE,02/12/2016,USAT21700378,"1,325","40,8",960430911,"121,478",17895084,64.0,686017624,5762838,3216574,49211923,318342595,259650688,61.0,5,34.0,9.0,1475,,292163419,497013,,4583248,1.0,
I AM,I've IVE,IVE,10/04/2023,QM4TX2337764,"1,326","40,8",269067890,"20,356",8290715,71.0,256133933,2369761,"103,447",53293582,473159481,576651305,34.0,4050,30.0,2.0,4892,25.0,498947,2286,,523507,0.0,
Midnight Sky,Midnight Sky,Miley Cyrus,14/08/2020,USRC12002653,"1,323","40,8",629372240,"86,326",19484618,66.0,301362454,2670514,"59,565",33434126,286126363,37277534,199.0,431736,130.0,76.0,497102,66.0,46663846,18489,,4783852,0.0,
"Earth, Wind & Fire",HOW?,BOYNEXTDOOR,15/04/2024,USA2P2409361,"1,328","40,8",15434400,"1,054",10955415,,51593380,"370,143",,983067,4691841,948223,10.0,232,,4.0,21804,26.0,9197,71,,39073,0.0,
Andrea,Un Verano Sin Ti,Bad Bunny,06/05/2022,QM6MZ2214893,"1,335","40,7",432885913,"51,912",12241438,71.0,321888868,1818193,575,152132878,1232405599,20330597,14.0,2673,42.0,2.0,200870,6.0,17790574,5179,,901897,1.0,
Ric Flair Drip (with Metro Boomin),Without Warning,Offset,30/10/2017,QZ45A1700064,"1,338","40,7",1506766477,"257,64",63705857,80.0,392508024,2837908,"29,826",16735833,127112835,101100834,93.0,1543,81.0,38.0,646064,29.0,289409198,149446,,3628434,1.0,
Going Bad (feat. Drake),Championships,Meek Mill,30/11/2018,USAT21812710,"1,33","40,7",1189579197,"190,095",47916138,73.0,339988703,2979918,"270,611",150299860,1545417106,48719736,,110814,495.0,37.0,45505,36.0,337354602,100373,,,1.0,
Tenho Que Me Decidir,O Cara Do Momento,MC PH,29/11/2023,BXG6R2301027,"1,334","40,7",111408880,"17,345",11402769,,92538511,"602,552",,,,448644270,13.0,10,,20.0,593174,13.0,463,,,234008,1.0,
Wunder,Wunder,AYLIVA,26/04/2024,DEA622401272,"1,336","40,7",47364546,"3,863",15268731,77.0,11650472,"163,94",,,,31086179,20.0,7361,,15.0,9170707,32.0,,,,223239,1.0,
Safaera,YHLQMDLG,Bad Bunny,29/02/2020,QM4TX2030965,"1,331","40,7",868744690,"116,275",31273843,70.0,491413241,3414196,1386728,112367323,989597627,129404102,125.0,20107,11.0,67.0,496043,25.0,73353572,44045,,2268804,1.0,
Baby,R&B Collection 2011,Justin Bieber,01/01/2010,USUM70919263,"1,337","40,7",952635214,"136,655",76732478,76.0,3312260344,26679549,"247,185",131384412,1174409085,863841137,90.0,15322,41.0,38.0,517808,24.0,90568001,759376,,4413818,0.0,
On BS,Her Loss,Drake,04/11/2022,USUG12208600,"1,333","40,7",253540951,"82,934",17735363,67.0,22665894,"368,326","144,311",72901216,494336128,24050,17.0,1,25.0,2.0,136913,18.0,13857732,3847,9123989,508529,1.0,
Marlboro Remix,Marlboro Remix - Single,,07/06/2024,QZNWT2471497,"1,343","40,6",,,,,,,,,,,,,,,,,,,,504979,0.0,
Love Again,Love Again,The Kid LAROI,27/01/2023,USSM12211461,"1,342","40,6",215466975,"44,476",12164093,62.0,28993149,"455,224","21,208",3567265,65897455,15043035,44.0,140425,1410.0,22.0,107491,11.0,18081156,11986,4201807,982555,0.0,
LAGUNAS,LAGUNAS,Peso Pluma,22/06/2023,QM7282306255,"1,339","40,6",301396080,"23,886",6601410,74.0,85636375,"455,525","133,5",29951984,232731548,,7.0,66,,4.0,1187237,2.0,8892991,5881,6255854,728319,1.0,
Narcotics (with Bryant Myers),Narcotics (with Bryant Myers),Dei V,14/09/2023,QZWA32200363,"1,344","40,6",154018930,"23,281",12418680,73.0,107103779,"554,779","116,8",23928767,207698391,232597558,13.0,63,,6.0,57221,1.0,730651,611,,477640,1.0,
Linea del Perreo (feat. Dj Kiire),Linea del Perreo (feat. Dj Kiire) - Single,Uzielito Mix,12/12/2023,GXBAV2380562,"1,341","40,6",99086405,"7,282",12667815,,128889809,1469572,,533,7595,2020559168,3.0,323,259.0,2.0,46085,4.0,,,,230815,1.0,
24K Magic,24K Magic,Bruno Mars,07/10/2016,USAT21602944,"1,34","40,6",1425996809,"175,419",63087960,77.0,181151693,1671253,3667431,115712320,968641395,1465245,238.0,240328,368.0,153.0,1257927,46.0,301404498,407873,,,0.0,
The Feels,The Feels,TWICE,01/10/2021,US5TA2100080,"1,346","40,5",431638330,"43,727",10543105,66.0,564641494,7674539,"641,703",351794036,2323894242,91545454,33.0,10156,174.0,7.0,164797,37.0,2078193,4119,,910474,0.0,
Someone Like You,21' Sampler,Adele,18/01/2011,GBBKS1000351,"1,345","40,5",1925879064,"211,527",80288449,75.0,759564393,4034527,"102,404",46563916,401049702,188798506,249.0,56055,118.0,121.0,819281,90.0,1114782026,1198407,,14474611,0.0,
Oh U Went (feat. Drake),BUSINESS IS BUSINESS,Young Thug,23/06/2023,USAT22306750,"1,347","40,5",112624663,"43,943",22872664,64.0,23464236,"338,591","6,483",3366841,39562107,176394247,53.0,75872,261.0,6.0,106128,18.0,15955132,2233,,781033,1.0,
Right Now (Feat. Crush),Right Now,Coogie,12/09/2023,KRC712300070,"1,348","40,5",8163960,"3,228",1162003,,15456128,"110,317",1609250,66774561,651176298,,2.0,941,,,,,1118,,,163568,0.0,
Burn,VULTURES 1,Kanye West,09/02/2024,QZ7XS2400009,"1,349","40,4",147150985,"20,185",6611833,,3917468,"41,465",,,,,6.0,2138,,4.0,32135,2.0,,,,46704,1.0,
High Fashion (feat. Mustard),Please Excuse Me For Being Antisocial,Roddy Ricch,06/12/2019,USAT21906985,"1,351","40,3",538059363,"113,736",16354487,65.0,215454028,1626950,2182462,175055656,1413496668,538784,85.0,225193,89.0,13.0,38765,1.0,81818704,114898,,2942911,1.0,
Ronald,Ronald,Falling In Reverse,07/05/2024,USEP42414003,"1,357","40,3",17589316,"3,463",4194033,72.0,11826358,"390,5",,,,11245138,9.0,355,2.0,11.0,342056,15.0,982836,1163,129734,168164,1.0,
We Paid (feat. 42 Dugg),My Turn (Deluxe),Lil Baby,28/02/2020,USUG12000092,"1,353","40,3",417634388,"128,536",20047619,68.0,507681327,3069325,"122,679",24869947,174604275,20898684,73.0,93187,70.0,10.0,68910,9.0,128483847,72446,,1966892,1.0,
Boss Bitch,Boss Bitch,Doja Cat,23/01/2020,USAT21907355,"1,352","40,3",878349171,"126,275",47587177,70.0,522643821,6171768,1243962,497520292,3582425112,34643382,107.0,12503,,90.0,708790,21.0,21139093,36644,,3613901,0.0,
Ballena,Ballena,Vulgo FK,13/07/2023,BRRGE2300535,"1,354","40,3",174583156,"28,303",9617276,66.0,160585664,1054820,"40,6",14352909,181541988,7893205,20.0,17,,23.0,288762,15.0,,,,183816,0.0,
one of wun,One of Wun,Gunna,10/05/2024,USAT22403358,"1,356","40,3",,,,,,,,,,,75.0,33,,11.0,1437678,25.0,3744132,573,2742491,172720,0.0,
Locked Away (feat. Adam Levine),Locked Away,R. City,29/06/2015,USRC11501369,"1,355","40,3",990518773,"143,056",48490958,75.0,1273135552,7854653,"222,164",48742043,348767238,1667819767,101.0,65547,30.0,34.0,99938,6.0,555577156,100262,,17627794,0.0,
Tal Vez,Tal Vez,Paulo Londra,03/04/2019,USWL11900063,"1,35","40,3",751585271,"75,691",21188829,67.0,1245024291,7965155,"445,243",23744405,173903141,164749104,28.0,7496,,22.0,75714,19.0,2097634,3306,,1591441,0.0,
the remedy for a broken heart (why am I so in love),?,XXXTENTACION,16/03/2018,USUG11800488,"1,359","40,2",959078765,"142,939",25725853,69.0,402582220,5401876,1310523,96702547,955370530,493918,23.0,24,,10.0,139377,5.0,90709369,48115,59947745,3685380,1.0,
Beautiful Mistakes (feat. Megan Thee Stallion),Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,03/03/2021,USUM72103449,"1,362","40,2",730200775,"93,856",28511210,71.0,313682727,2530483,"41,956",7430636,79067338,771573964,156.0,2388,150.0,31.0,194403,53.0,189021941,41851,,4208553,0.0,
Cynical,Cynical,twocolors,30/06/2023,DEUM72307092,"1,363","40,2",112737954,"20,339",47189903,41.0,37013758,"255,685","1,691",12949,119315,77922145,26.0,154407,38.0,43.0,1568135,24.0,1933,8,,1934390,0.0,
These Words,These Words,Badger,05/04/2024,GBARL2400375,"1,36","40,2",57562320,"9,301",84272492,78.0,2769869,"33,766",,,,,50.0,6714,,47.0,1691813,44.0,67746,193,16520,314122,0.0,
Robarte un Beso,Robarte un Beso,Carlos Vives,28/07/2017,USSD11700301,"1,361","40,2",658225560,"53,101",23936663,72.0,1852547490,5711737,"77,8",7565426,79388652,267348940,47.0,16167,122.0,51.0,344462,47.0,65265415,23975,,2853977,0.0,
Vida Gangster,Vida Gangster,Lauty Gram,08/12/2022,QZW9M2268068,"1,358","40,2",105604106,"20,571",4824421,56.0,161745200,"938,841",1776600,145856351,1721191403,774814,,178,,3.0,3434,1.0,,,,329440,1.0,
For My Hand (feat. Ed Sheeran),"Love, Damini",Burna Boy,01/07/2022,USAT22204903,"1,366","40,1",264048274,"62,386",29271052,65.0,170657868,1096724,"730,64",21294580,377028109,5777003369,89.0,30156,,13.0,83804,27.0,5182492,1615,,2763102,0.0,
Cowgirls (feat. ERNEST),One Thing At A Time,Morgan Wallen,03/03/2023,USUG12300827,"1,371","40,1",266560481,"31,68",27441895,81.0,40534712,"139,755","47,8",8320521,103569548,613036800,26.0,31216,24.0,15.0,7631939,48.0,82896740,25969,4342886,357979,0.0,
'Til You Can't,Til You Cant / Longer Than S,Cody Johnson,11/06/2021,QMCQK1900137,"1,364","40,1",258769609,"48,619",12448112,68.0,145224400,"822,234","91,112",11065564,116117655,629045388,37.0,332754,146.0,2.0,,29.0,177004719,37010,5157422,1449353,0.0,
Those Oldies but Goodies,Little Caesar and The Romans: The Extended Play Collection,Little Caesar & the Romans,22/07/2014,GBQ2F1157401,"1,368","40,1",,42,"3,735",,,,,,,,,,,,,,42819628,3780513,,,0.0,
Dark Horse,The Top Music of the World,Katy Perry,27/11/2013,FR6V82106359,"1,369","40,1",,8,22,,3738385281,17685730,,,,1847342985,,,,,,,,,,,0.0,
Hass Hass,Hass Hass - Single,Diljit Dosanjh,27/10/2023,INW262318603,"1,37","40,1",106514756,"10,191",8686387,70.0,148785957,1400528,,982,15940,252982308,13.0,2009,,2.0,10573,37.0,,,,289631,0.0,
You Got It,You Got It,Vedo,06/03/2020,USUYG1299206,"1,367","40,1",378584974,"56,415",7671267,64.0,116036942,1608398,6285147,663072442,5568445890,8056027,24.0,511,188.0,1.0,469,11.0,85306463,40301,,2143649,1.0,
LDR,LDR,Shoti,27/08/2022,QZNWS2249445,"1,365","40,1",37027643,"5,646",1050088,57.0,592859063,1724454,"74,737",5398232,70116244,11009395,1.0,,,,,,,,,44360,0.0,
"Kaavaalaa (From ""Jailer"")","Kaavaalaa (From ""Jailer"")",Shilpa Rao,06/07/2023,QMBZ92319256,"1,373",40,94518210,"5,151",4767067,61.0,280887419,2258912,"85,339",4825083,100368952,274693,6.0,301,,,,16.0,838,,,185739,0.0,
Me or Sum (feat. Future & Lil Baby),Me or Sum (feat. Future & Lil Baby) - Single,Nardo Wick,29/11/2021,USRC12103471,"1,374",40,169074195,"77,071",7941140,59.0,121560768,"904,837","79,231",28448143,214484764,425940516,27.0,68575,96.0,8.0,443521,9.0,44007637,10221,24502125,1161965,1.0,
You're Welcome,Moana (Original Motion Picture Soundtrack/Deluxe Edition),Dwayne Johnson,18/11/2016,USWD11677860,"1,372",40,551115166,"57,721",18005001,66.0,1771543816,5769300,"111,892",49656709,392249223,197196114,66.0,1063,343.0,6.0,87438,18.0,225519413,249685,185473,884422,0.0,
LA NOCHE DE ANOCHE,EL ULTIMO TOUR DEL M,Bad Bunny,27/11/2020,QMFME2066840,"1,376","39,9",990189999,"120,639",37168821,71.0,354318464,2521106,"183,4",27563213,229672086,4102070,134.0,34273,81.0,71.0,2794787,49.0,87824752,17737,,1742777,0.0,
Fuk Sumn,VULTURES 1,Kanye West,09/02/2024,QZ7XS2400010,"1,375","39,9",120079689,"21,002",57426798,,1915309,"53,533",,1300000,7100000,,6.0,191,,9.0,77600,,,,,173216,1.0,
Billete Grande (En Vivo),Billete Grande (En Vivo),Fuerza Regida,02/08/2022,USDXS2202642,"1,377","39,9",309329645,"30,705",7109920,68.0,368079858,1155888,"186,7",36054151,375768071,4170331,6.0,4,3.0,2.0,15037,8.0,32590362,5354,,1175463,0.0,
Royals,The Love Club EP,Lorde,01/01/2012,NZUM71200031,"1,386","39,8",1232502989,"163,195",59733007,73.0,349747981,2670057,"66,399",21267910,198680803,1928028,195.0,202396,356.0,128.0,549211,74.0,969328430,1394097,1047111,16239587,0.0,
Charm,Charm (Sped Up),Rema,26/04/2023,NGA3B2314006,"1,387","39,8",111124873,"35,929",7199181,65.0,103077029,"789,321","266,204",24751762,291086000,38712452,64.0,9139,34.0,19.0,658689,20.0,638711,837,2455903,2072597,1.0,
prove it,prove it,21 Savage,10/01/2024,USSM12309169,"1,388","39,8",88224186,"19,035",10935183,,22896192,"261,389",,1800000,9100000,5677090,19.0,3251,31.0,5.0,207552,14.0,7411456,3696,,457732,1.0,
Mon Amour - Remix,Mon Amour (Remix),zzoilo,18/08/2021,ES5702101693,"1,381","39,8",689939531,"101,479",31506074,72.0,83908765,"706,081",1267200,172282438,1903513450,169512,73.0,83176,,28.0,591846,57.0,374811,1837,,3833227,0.0,
Adan y Eva,Adan y Eva,Paulo Londra,05/11/2018,USWL11801206,"1,383","39,8",915772593,"85,897",24226776,70.0,1320370692,7869990,"405,778",13302015,107834415,278921137,45.0,10796,28.0,41.0,245201,24.0,3564174,5042,,2131758,0.0,
No Lie,Dua Lipa (Complete Edition),Sean Paul,01/01/2015,GBUM71604557,"1,384","39,8",1162659862,"180,669",44962652,76.0,1613180283,10775520,1238811,118826179,1580838186,537164148,86.0,43960,15.0,58.0,333855,18.0,20537955,19010,987933,13852674,0.0,
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")",Sachin-Jigar,16/05/2023,INH102307527,"1,379","39,8",226109929,"11,941",13056935,66.0,290394869,2663583,62,997,19132,87239915,20.0,853,,1.0,1097,11.0,,,,,0.0,
10 Carros,10 Carros,Chefin,23/11/2023,BCM9A2300098,"1,38","39,8",92949075,"13,213",6225367,,120775698,1007986,,427521,2569410,366109913,,8,,17.0,420366,14.0,,,,,1.0,
The Astronaut,The Astronaut,JIN,28/10/2022,USA2P2230326,"1,382","39,8",422186660,"12,509",19653160,79.0,111977553,5607295,"309,947",60752690,296725035,243714840,10.0,17017,,9.0,1696802,8.0,1642033,622,,16922782,0.0,
Gogo Dance,SABIDURIA,El Alfa,07/04/2022,QM4TX2261587,"1,385","39,8",122568157,"29,662",6577251,64.0,208114605,1550438,2465021,817858920,9097455103,505317,7.0,4532,551.0,3.0,11224,18.0,10444115,5832,,1211590,1.0,
Komang,Komang,Raim Laode,17/08/2022,SGB502228663,"1,378","39,8",329763216,"16,11",3893973,70.0,98333231,"661,439",2849800,293982530,3870057710,,7.0,3265,,,,,,,,108281,0.0,
The Spectre,The Spectre,Alan Walker,15/09/2017,NOG841713010,"1,395","39,7",428110164,"67,602",15209777,67.0,1517036583,14141233,2369610,157496340,1924971468,342164180,25.0,8689,,18.0,173266,18.0,24331598,26516,,3283494,0.0,
DARARI,THE SECOND STEP : CHAPTER ONE,TREASURE,15/02/2022,KRA402100151,"1,396","39,7",224285122,"23,891",5328396,63.0,171821740,3263544,3250466,181066454,1829158410,11752273,9.0,8636,23.0,,,8.0,75877,144,,869565,0.0,
Ferxxo 100,Ferxxo 100,Feid,03/06/2022,USUM72209716,"1,392","39,7",444613276,"56,678",17366565,73.0,328723503,1532631,"115,997",13349051,179088549,379795695,29.0,10234,132.0,7.0,3362387,7.0,3312988,3813,,872227,0.0,
No Te Quieren Conmigo,No Te Quieren Conmigo,Gaby Music,15/12/2023,USUM72315218,"1,394","39,7",138904532,"20,215",29032126,,39976674,"388,349",,11307,90800,417363,13.0,5166,,22.0,2585657,4.0,385632,428,420249,540710,0.0,
More than you know,More than you know,NoSpace,25/07/2022,QZMEM2268044,"1,397","39,7","2,03",5,33,2.0,679269509,4540153,,,,343047125,,4,,,,,,,,5,0.0,
Shower,Crave Vol. 9 (Mixed By DJ Havana Brown),Becky G,01/01/2014,USRC11400866,"1,39","39,7",809840469,"110,573",53838139,73.0,550108518,5249510,11713354,356438722,2999189391,147050306,57.0,3969,18.0,40.0,138495,14.0,258494423,360627,,5450599,0.0,
B.O.T.A. (Baddest Of Them All) - Edit,B.O.T.A. (Baddest Of Them All) / Move To The,Eliza Rose,15/06/2022,QZAKB2166405,"1,389","39,7",325902688,"119,047",39606593,70.0,1958012,"26,829","72,7",15284294,127015419,9060,90.0,84205,,45.0,328312,62.0,150099,1128,,,0.0,
Chatak Matak,Chatak Matak,Renuka Panwar,19/12/2020,INT502012314,"1,391","39,7",24806000,"1,588","347,235",54.0,1101262266,4034311,"677,8",3453758,95059447,1919497,1.0,,,,,,,,,54406,0.0,
Cooped Up (with Roddy Ricch),Cooped Up,Post Malone,12/05/2022,USUM72208020,"1,401","39,6",327011836,"76,622",17496536,62.0,116596146,1210310,"40,813",17826536,258017332,3152743343,38.0,117371,718.0,10.0,159166,42.0,18866959,7049,4082380,1443587,1.0,
FRIENDS,Speak Your Mind,Marshmello,01/01/2015,GBAHS1800025,"1,399","39,6",1436709386,"148,48",33658538,70.0,1135381625,14015049,4146562,86991331,930637366,2019493544,121.0,20897,218.0,65.0,674117,26.0,211818278,230433,,11299124,1.0,
FINA,FALSO,Bad Bunny,13/10/2023,QMFME2364183,"1,398","39,6",226576178,"32,219",19829075,78.0,37510571,"455,214","4,562",10845422,92737977,29122,31.0,3898,67.0,13.0,661964,11.0,5226528,1565,,335905,1.0,
Come back to me,Come back to me,RM,10/05/2024,USA2P2421306,"1,4","39,6",44991905,"1,389",24249059,84.0,14842438,2098992,"31,3",,,124294603,16.0,393,,15.0,621509,8.0,224802,38,,58013,0.0,
Whatsapp (Wassam),Whatsapp (Wassam),Gunna,03/05/2024,USAT22403299,"1,404","39,5",20011325,"3,854",12725358,,4032820,"99,526",,426700,4100000,1563442,24.0,159,19.0,9.0,1424126,26.0,410332,91,1363320,44393,1.0,
3:15 (Breathe),3:15 (Breathe),Russ,21/05/2021,TCAFO2147109,"1,406","39,5",303510160,"72,865",7583638,72.0,153123397,1415230,2651150,208703319,2457741991,6126413,3.0,895,24.0,,,,6227767,8443,8179979,1253652,1.0,
Love Me Again,Layover,V,11/08/2023,USA2P2339030,"1,402","39,5",626153696,"13,455",18636467,82.0,95442324,4491977,"213,624",54975210,335526234,166154392,7.0,3016,19.0,16.0,2070072,8.0,3209084,366,,377532,0.0,
Down Under (feat. Colin Hay),Down Under,Luude,19/11/2021,AUDCB1701966,"1,403","39,5",315606874,"125,064",22299331,60.0,43371856,"337,831","138,126",79193751,952538696,116834392,53.0,39143,,16.0,183454,28.0,312310,577,12535195,2008349,0.0,
Like That (feat. Gucci Mane),Hot Pink,Doja Cat,07/11/2019,USRC11902288,"1,405","39,5",510302007,"74,416",19414789,66.0,459871445,4568451,2547877,236793401,1918118365,36132882,69.0,225,89.0,22.0,84411,11.0,62486526,58814,16479480,3413408,1.0,
Control,Control,Zoe Wees,13/03/2020,GB2DY2000093,"1,407","39,5",457848626,"81,641",24075887,66.0,246089222,2528574,1084078,222895441,1783816089,247920172,52.0,180385,24.0,32.0,450565,13.0,62974334,16964,7465200,6554675,0.0,
Push Up - Original Mix,Push Up - Single,Creeds,21/12/2022,NLCK42223782,"1,409","39,4",83801298,"78,156",5245976,58.0,6012738,"158,095",28,10568923,162010933,,18.0,6228,,4.0,9555,,45687,491,7986693,2821192,0.0,
Dancin (feat. Luvli) - Krono Remix,Dancin (Krono Remix),Aaron Smith,07/11/2014,QMLA71400326,"1,411","39,4",856908437,"163,911",32032973,71.0,937887038,8642499,"588,686",210711962,2116323580,104816466,73.0,12133,,68.0,607320,20.0,9617789,28638,89898276,20060916,0.0,
Goosebumps - Remix,Goosebumps (Remix),Travis Scott,15/01/2021,USSM12100202,"1,41","39,4",767502068,"142,094",65054729,70.0,144061936,1059407,"176,005",43689472,505442832,97598122,169.0,175719,260.0,96.0,1602641,35.0,,,,4082559,1.0,
Die For You,SMITHEREENS,Joji,04/11/2022,USWB12203732,"1,412","39,4",363300065,"74,276",30821017,71.0,77291326,1109516,"119,854",41196230,352701529,6842555,36.0,20078,30.0,6.0,275763,13.0,2553943,1561,2916758,601440,0.0,
SC-9,SC-9,Yahir Saldivar,01/02/2024,QZDA52413180,"1,415","39,3",63296147,"2,994",12621491,64.0,57626164,"476,57","182,1",1797826,19883744,131556241,2.0,7,31.0,,,3.0,2824792,2959,24008,472289,1.0,
We Are Young (feat. Janelle Monice),We Are Young (feat. Janelle Monice),fun.,20/09/2011,USAT21101399,"1,414","39,3",1143172586,"216,588",73069486,72.0,213210779,1991783,"126,524",40627736,302798025,11536073,135.0,255508,218.0,88.0,336269,52.0,850730378,1501832,,18822823,0.0,
My Head & My Heart,Heaven & Hell,Ava Max,18/09/2020,USAT22007121,"1,413","39,3",518293446,"72,376",41025788,69.0,312305062,2892320,"64,895",9248105,76367154,757898181,159.0,303037,593.0,56.0,680148,32.0,152082416,17370,,5212093,0.0,
Accendio,IVE SWITCH,IVE,29/04/2024,QM4TX2478221,"1,418","39,2",12367963,"1,027","749,609",72.0,33432764,"738,56",,,,,7.0,102,,1.0,91,2.0,33910,15,51222,30525,0.0,
Deep End,Deep End,Foushed,31/07/2020,USRC12002568,"1,417","39,2",277505000,"76,388",9447547,56.0,126075119,2454637,4256904,332625712,3120170735,224234,108.0,48728,52.0,36.0,1529118,12.0,14909499,10457,,7454274,1.0,
Loosing interest,Missing,Kurochuu,09/06/2024,CA5KR2466576,"1,419","39,2",43492280,2,"2,19",4.0,,,,,,,,,,,,,,,,,0.0,
Turbo S,PISTOLER POESI OCH SEX,Yasin,28/02/2023,SE5752322602,"1,416","39,2",2109876,"1,764","32,374",33.0,435442321,3682385,,89,1239,,,5,,,,,,,,,1.0,
